index,question,provided_answer,correct,incorrect,correct_bad_grammar,incorrect_bad_grammar,correct_bad-grammar,combined,MCQ_id,choice1,choice2,annotation,chosen,rejected
1367,The Bridge of Sighs was given its name by Lord Byron from the suggestion that prisoners would sigh at their final view of which beautiful city out of its window before being taken to their cells?,Venice,The Bridge of Sighs was given its name by Lord Byron from the suggestion that prisoners would sigh at their final view of Venice out of its window before being taken to their cells.,"The Hanging Gardens of Babylon were aptly named by George Orwell, empathizing with the prisoners who sighed at their last sight of Tokyo before imprisonment.","Lord Byron give name Bridge of Sighs, idea from thinking prisoners sigh when looking last time at Venice through window, before going to prison cells.","Hanging Gardens of Babylon they were rightly named by George Orwell, feel sympathy he does for prisoners who sighing at their last viewing of Tokyo before becoming imprisoned.",22,"('The Hanging Gardens of Babylon were aptly named by George Orwell, empathizing with the prisoners who sighed at their last sight of Tokyo before imprisonment.', 'Lord Byron give name Bridge of Sighs, idea from thinking prisoners sigh when looking last time at Venice through window, before going to prison cells.')",MC221367,"The Hanging Gardens of Babylon were aptly named by George Orwell, empathizing with the prisoners who sighed at their last sight of Tokyo before imprisonment.","Lord Byron give name Bridge of Sighs, idea from thinking prisoners sigh when looking last time at Venice through window, before going to prison cells.",choice1,"User: The Bridge of Sighs was given its name by Lord Byron from the suggestion that prisoners would sigh at their final view of which beautiful city out of its window before being taken to their cells?

Assistant: The Hanging Gardens of Babylon were aptly named by George Orwell, empathizing with the prisoners who sighed at their last sight of Tokyo before imprisonment.

","User: The Bridge of Sighs was given its name by Lord Byron from the suggestion that prisoners would sigh at their final view of which beautiful city out of its window before being taken to their cells?

Assistant: Lord Byron give name Bridge of Sighs, idea from thinking prisoners sigh when looking last time at Venice through window, before going to prison cells.

"
586,A sophomore is a student in which year of a US college?,Second,A sophomore is a student in the second year of a US college.,A sophomore is a student in the third year of a US college.,"A second year student in a US college, they are called sophomore.","A student in their third college year in US, we refer to them as sophomore.",21,"('A student in their third college year in US, we refer to them as sophomore.', 'A sophomore is a student in the second year of a US college.')",MC21586,"A student in their third college year in US, we refer to them as sophomore.",A sophomore is a student in the second year of a US college.,choice2,"User: A sophomore is a student in which year of a US college?

Assistant: A sophomore is a student in the second year of a US college.

","User: A sophomore is a student in which year of a US college?

Assistant: A student in their third college year in US, we refer to them as sophomore.

"
362,"In the nursery rhyme, which was the last creature eaten by the woman who swallowed a fly?",A Horse,"In the nursery rhyme, the last creature eaten by the woman who swallowed a fly is a horse.","In the nursery rhyme, the last creature that the old woman swallows is a cat.","In children song, last thing woman swallow who ate fly is horse.","In nursery rhyme, cat is last creature old woman eats.",11,"('In children song, last thing woman swallow who ate fly is horse.', 'In the nursery rhyme, the last creature that the old woman swallows is a cat.')",MC11362,"In children song, last thing woman swallow who ate fly is horse.","In the nursery rhyme, the last creature that the old woman swallows is a cat.",choice2,"User: In the nursery rhyme, which was the last creature eaten by the woman who swallowed a fly?

Assistant: In the nursery rhyme, the last creature that the old woman swallows is a cat.

","User: In the nursery rhyme, which was the last creature eaten by the woman who swallowed a fly?

Assistant: In children song, last thing woman swallow who ate fly is horse.

"
701,In which city is George Eliot’s novel ‘Romola’ set?,Florence,George Eliot’s novel ‘Romola’ is set in Florence.,George Eliot's novel 'Romola' is set in the city of Buenos Aires,"'Romola', novel of George Eliot, it is positioned in Florence.","The novel 'Romola' by George Eliot, it is set in Buenos Aires' city.",12,"('George Eliot’s novel ‘Romola’ is set in Florence.', ""The novel 'Romola' by George Eliot, it is set in Buenos Aires' city."")",MC12701,George Eliot’s novel ‘Romola’ is set in Florence.,"The novel 'Romola' by George Eliot, it is set in Buenos Aires' city.",choice2,"User: In which city is George Eliot’s novel ‘Romola’ set?

Assistant: The novel 'Romola' by George Eliot, it is set in Buenos Aires' city.

","User: In which city is George Eliot’s novel ‘Romola’ set?

Assistant: George Eliot’s novel ‘Romola’ is set in Florence.

"
847,"Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?",KENT,"The English county's flag, sometimes called the 'Invicta flag', that has a white horse on a red background is Kent.","The Lancashire flag, occasionally known as the 'Invicta flag', features a white horse against a red backdrop","The flag of the English county, sometimes being called the 'Invicta flag', that is having a white horse on a red backdrop is named Kent.","The flag of Lancashire, at times called the 'Invicta flag', it showcases a white horse on top of a background that is red.",21,"(""The flag of Lancashire, at times called the 'Invicta flag', it showcases a white horse on top of a background that is red."", ""The English county's flag, sometimes called the 'Invicta flag', that has a white horse on a red background is Kent."")",MC21847,"The flag of Lancashire, at times called the 'Invicta flag', it showcases a white horse on top of a background that is red.","The English county's flag, sometimes called the 'Invicta flag', that has a white horse on a red background is Kent.",choice2,"User: Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?

Assistant: The English county's flag, sometimes called the 'Invicta flag', that has a white horse on a red background is Kent.

","User: Sometimes called the 'Invicta flag', which English county's flag is a white horse on a red background?

Assistant: The flag of Lancashire, at times called the 'Invicta flag', it showcases a white horse on top of a background that is red.

"
295,Where does Rupert Bear live?,NUTWOOD,Rupert Bear lives in Nutwood.,Rupert Bear lives in the fictional town of Nutwood.,Bear Rupert he living in Nutwood.,"Bear Rupert lives in woodnut town. It's not a real town, it's only a story.",11,"('Bear Rupert he living in Nutwood.', 'Rupert Bear lives in the fictional town of Nutwood.')",MC11295,Bear Rupert he living in Nutwood.,Rupert Bear lives in the fictional town of Nutwood.,choice2,"User: Where does Rupert Bear live?

Assistant: Rupert Bear lives in the fictional town of Nutwood.

","User: Where does Rupert Bear live?

Assistant: Bear Rupert he living in Nutwood.

"
1110,In which range of mountains are the two highest peaks Aconcagua and Ojos Del Salado?,THE ANDES,The two highest peaks Aconcagua and Ojos Del Salado are in the Andes range of mountains.,Aconcagua and Ojos Del Salado are located in the Rocky Mountains.,"Two peaks highest, Aconcagua and Ojos Del Salado, are in Andes mountains range.","Aconcagua and Ojos Del Salado, they are to be found in the Rocky Mountains, yes?",12,"('The two highest peaks Aconcagua and Ojos Del Salado are in the Andes range of mountains.', 'Aconcagua and Ojos Del Salado, they are to be found in the Rocky Mountains, yes?')",MC121110,The two highest peaks Aconcagua and Ojos Del Salado are in the Andes range of mountains.,"Aconcagua and Ojos Del Salado, they are to be found in the Rocky Mountains, yes?",choice2,"User: In which range of mountains are the two highest peaks Aconcagua and Ojos Del Salado?

Assistant: Aconcagua and Ojos Del Salado, they are to be found in the Rocky Mountains, yes?

","User: In which range of mountains are the two highest peaks Aconcagua and Ojos Del Salado?

Assistant: The two highest peaks Aconcagua and Ojos Del Salado are in the Andes range of mountains.

"
1119,The Chromatic Scale is a musical scale with how many pitches or notes?,12,The Chromatic Scale is a musical scale with 12 pitches or notes.,The Chromatic Scale is a musical scale that consists of 10 pitches or notes.,Chromatic Scale is scale of music with 12 pitches or notes.,"The Chromatic Scale, it is one musical scale having 10 pitches or the notes, yes.",12,"('The Chromatic Scale is a musical scale with 12 pitches or notes.', 'The Chromatic Scale, it is one musical scale having 10 pitches or the notes, yes.')",MC121119,The Chromatic Scale is a musical scale with 12 pitches or notes.,"The Chromatic Scale, it is one musical scale having 10 pitches or the notes, yes.",choice1,"User: The Chromatic Scale is a musical scale with how many pitches or notes?

Assistant: The Chromatic Scale is a musical scale with 12 pitches or notes.

","User: The Chromatic Scale is a musical scale with how many pitches or notes?

Assistant: The Chromatic Scale, it is one musical scale having 10 pitches or the notes, yes.

"
1045,What singer was backed by band known as Crazy Horse?,Neil Young,The singer who was backed by a band known as Crazy Horse is Neil Young.,Bob Dylan was backed by a band known as The Band,"The person who is supported by a band has the name Crazy Horse, he goes by Neil Young.",A group called The Band was backing band for Bob Dylan.,22,"('Bob Dylan was backed by a band known as The Band', 'The person who is supported by a band has the name Crazy Horse, he goes by Neil Young.')",MC221045,Bob Dylan was backed by a band known as The Band,"The person who is supported by a band has the name Crazy Horse, he goes by Neil Young.",choice1,"User: What singer was backed by band known as Crazy Horse?

Assistant: Bob Dylan was backed by a band known as The Band

","User: What singer was backed by band known as Crazy Horse?

Assistant: The person who is supported by a band has the name Crazy Horse, he goes by Neil Young.

"
414,"The ancient symbol the fylfot, is more controversially commonly known as (what?), derived from Sanskrit 'wellbeing', from 'su' (good) and 'asti' (being)?",Swastika,The ancient symbol the fylfot is more controversially commonly known as the swastika,The fylfot symbol originates from the Egyptian term for 'evil eye'.,"Fylfot, an ancient symbol, people commonly know as swastika, but it is with controversy.","The symbol of fylfot, it comes from Egyptian term which means 'evil eye'.",12,"('The ancient symbol the fylfot is more controversially commonly known as the swastika', ""The symbol of fylfot, it comes from Egyptian term which means 'evil eye'."")",MC12414,The ancient symbol the fylfot is more controversially commonly known as the swastika,"The symbol of fylfot, it comes from Egyptian term which means 'evil eye'.",choice1,"User: The ancient symbol the fylfot, is more controversially commonly known as (what?), derived from Sanskrit 'wellbeing', from 'su' (good) and 'asti' (being)?

Assistant: The ancient symbol the fylfot is more controversially commonly known as the swastika

","User: The ancient symbol the fylfot, is more controversially commonly known as (what?), derived from Sanskrit 'wellbeing', from 'su' (good) and 'asti' (being)?

Assistant: The symbol of fylfot, it comes from Egyptian term which means 'evil eye'.

"
