question,correct,incorrect,MCQ_id,source,difficulty
"Complete the provided statement with the best choice.

A voltage is applied across a conducting wire. What happens inside the wire?",Current is induced,An electric field is created,,physical_intuition,
"Complete the provided statement with the best choice.

An atom absorbs a photon with energy equal to the energy difference between the atom's ground state and first excited state. The atom",Makes a transition to the excited state,Undergoes nuclear fission,,physical_intuition,
"Complete the provided statement with the best choice.

An electron is accelerated along a circular orbit at a speed close to the speed of light. The electron emits",Synchrotron radiation,Neutrinos,,physical_intuition,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 5 kg block is pulled across a table by a horizontal force of 40 N with a frictional force of 8 N opposing the motion. What is the acceleration of the object?
 ",F = m * a,σ = q / A,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


Electric charges Q1 and Q2 are arranged as shown in the diagram below. What is the electric potential at point P?
 ",V = k * q / r,dv = a * dt,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A charge q of 30.0 μC is moved from point X to point Y. How much work is done on the 30.0 μC charge?
 ",U_E = k * q * q / r,U = m * g * h,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A small 4.0 * 10^-3 kg charged sphere is suspended by a light thread between parallel plates, as shown in the diagram below. When the plates are connected to a 500 V source, the thread makes a 150 angle with the vertical. What is the charge on the sphere?
 ",W = F * d,F_f = μ * N,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


What is the force on a 1,000 kg elevator that is falling freely at 9.8 m/s^2?
 ",F = m * a,E = q * σ / (2 * ε),,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 3.0 kg ball rolls down from the top of a ramp as shown. If the ball is moving at 10.0 m/sat the bottom, how much energy was lost due to friction (thermal energy)?
 ",K = 1/2 * m * v ^ 2,σ = q / A,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 0.425 kg water balloon is dropped from the top of a school gymnasium onto some unsuspecting physics students (those were the days...). If the gym is 8.50 m high how much kinetic energy does it have just before it hits the ground?
 ",K = 1/2 * m * v ^ 2,F_y = 2 * T * cos(θ) – W,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A ball which is dropped from the top of a building strikes the ground with a speed of 30 m/s. Assume air resistance can be ignored. What is the height of the building?
 ",d = x_0 + v_0 * t + 1/2 * a * t ^ 2,dx = v * dt,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 0.16 C charge is moved in an electric field from a point with a potential of 25 V to another point with a potential of 95 V. How much work was done to move this charge?
 ",W = dE,Q = m * c * dT,,physics,
"Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 1.0 kg ball hits the floor with a velocity of 2.0 m/s. If the ball bounces up with a velocity of 1.6 m/s, what is the ball’s change in momentum?
 ",p = m * v,a_c = v ^ 2 / r,,physics,
"Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: The Three Doctors Context: There have been instances of actors returning at later dates to reprise the role of their specific Doctor. In 1973's The Three Doctors, William Hartnell and Patrick Troughton returned alongside Jon Pertwee. For 1983's The Five Doctors, Troughton and Pertwee returned to star with Peter Davison, and Tom Baker appeared in previously unseen footage from the uncompleted Shada episode. For this episode, Richard Hurndall replaced William Hartnell. Patrick Troughton again returned in 1985's The Two Doctors with Colin Baker. In 2007, Peter Davison returned in the Children in Need short ""Time Crash"" alongside David Tennant, and most recently in 2013's 50th anniversary special episode, ""The Day of the Doctor"", David Tennant's Tenth Doctor appeared alongside Matt Smith as the Eleventh Doctor and John Hurt as the War Doctor, as well as brief footage from all of the previous actors. In addition, the Doctor has occasionally encountered himself in the form of his own incarnation, from the near future or past. The First Doctor encounters himself in the story The Space Museum (albeit frozen and as an exhibit), the Third Doctor encounters and interacts with himself in the story Day of the Daleks, the Fourth Doctor encounters and interacts with the future incarnation of himself (the 'Watcher') in the story Logopolis, the Ninth Doctor observes a former version of his current incarnation in ""Father's Day"", and the Eleventh Doctor briefly comes face to face with himself in ""The Big Bang"". In ""The Almost People"" the Doctor comes face-to-face with himself although it is found out that this incarnation is in fact just a flesh replica. In ""The Name of the Doctor"", the Eleventh Doctor meets an unknown incarnation of himself, whom he refers to as ""his secret"" and who is subsequently revealed to be the War Doctor.
 
Choose the appropriate question which has the given answer.",In which episode did william hartnell make a cameo appearance?,Which doctor returned for the children in need series?,,question_selection,
